SKU,Description,Fixed MSRP,Component1,Component Description,Componenet FOB,Component MSRP ,Component2,Component Description,Componenet FOB,Component MSRP 
SIB-2DB36,"Slim Iron Black - Drawer Base Cabinet - 36""W x  34-1/2""H x 24""D - 2DRW",851,SIB-DS-2DB36,Door Set SIB-2DB36,35.739,217,UBX-2DB36,Cabinet Box for 2DB36,101.016,634
SIB-3DB12,"Slim Iron Black - Drawer Base Cabinet - 12""W x 34-1/2""H x 24""D - 3DRW",563,SIB-DS-3DB12/3VDB12,Door Set SIB-3DB12/3VDB12,16.065,101,UBX-3DB12,Cabinet Box for 3DB12,74.565,462
SIB-3DB15,"Slim Iron Black - Drawer Base Cabinet - 15""W x  34-1/2""H x 24""D - 3DRW",634,SIB-DS-3DB15/3VDB15,Door Set SIB-3DB15/3VDB15,18.963,120,UBX-3DB15,Cabinet Box for 3DB15,78.894,514
SIB-3DB18,"Slim Iron Black - Drawer Base Cabinet - 18""W x  34-1/2""H x 24""D - 3DRW",674,SIB-DS-3DB18/3VDB18,Door Set SIB-3DB18/3VDB18,21.861,139,UBX-3DB18,Cabinet Box for 3DB18,83.232,535
SIB-3DB21,"Slim Iron Black - Drawer Base Cabinet - 21""W x  34-1/2""H x 24""D - 3DRW",694,SIB-DS-3DB21/3VDB21,Door Set SIB-3DB21/3VDB21,24.759,157,UBX-3DB21,Cabinet Box for 3DB21,87.561,537
SIB-3DB24,"Slim Iron Black - Drawer Base Cabinet - 24""W x  34-1/2""H x 24""D - 3DRW",733,SIB-DS-3DB24/3VDB24,Door Set SIB-3DB24/3VDB24,27.693,182,UBX-3DB24,Cabinet Box for 3DB24,91.953,551
SIB-3DB27,"Slim Iron Black - Drawer Base Cabinet - 27""W x  34-1/2""H x 24""D - 3DRW",792,SIB-DS-3DB27,Door Set SIB-3DB27,30.591,185,UBX-3DB27,Cabinet Box for 3DB27,96.759,607
SIB-3DB30,"Slim Iron Black - Drawer Base Cabinet - 30""W x  34-1/2""H x 24""D - 3DRW",850,SIB-DS-3DB30,Door Set SIB-3DB30,33.489,205,UBX-3DB30,Cabinet Box for 3DB30,101.556,645
SIB-3DB33,"Slim Iron Black - Drawer Base Cabinet - 33""W x  34-1/2""H x 24""D - 3DRW",881,SIB-DS-3DB33,Door Set SIB-3DB33,36.387,218,UBX-3DB33,Cabinet Box for 3DB33,106.362,663
SIB-3DB36,"Slim Iron Black - Drawer Base Cabinet - 36""W x  34-1/2""H x 24""D - 3DRW",934,SIB-DS-3DB36,Door Set SIB-3DB36,39.285,237,UBX-3DB36,Cabinet Box for 3DB36,111.159,697
SIB-B12,"Slim Iron Black - Base Cabinet - 12""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",376,SIB-DS-B12,Door Set SIB-B12,16.803,112,UBX-B12,Cabinet Box for B12,37.701,264
SIB-B15,"Slim Iron Black - Base Cabinet - 15""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",426,SIB-DS-B15,Door Set SIB-B15,19.17,134,UBX-B15,Cabinet Box for B15,40.149,292
SIB-B18,"Slim Iron Black - Base Cabinet - 18""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",458,SIB-DS-B18,Door Set SIB-B18,21.537,150,UBX-B18,Cabinet Box for B18,42.606,308
SIB-B21,"Slim Iron Black - Base Cabinet - 21""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",506,SIB-DS-B21,Door Set SIB-B21,23.904,172,UBX-B21,Cabinet Box for B21,45.063,334
SIB-B24,"Slim Iron Black - Base Cabinet - 24""W x 34-1/2""H x 24""D - 2D, 1Drw, 1S",551,SIB-DS-B24,Door Set SIB-B24,30.15,209,UBX-B24,Cabinet Box for B24,47.394,342
SIB-B27,"Slim Iron Black - Base Cabinet - 27""W x 34-1/2""H x 24""D - 2D, 1Drw, 1S",613,SIB-DS-B27,Door Set SIB-B27,32.517,236,UBX-B27,Cabinet Box for B27,50.247,377
SIB-B30,"Slim Iron Black - Base Cabinet - 30""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",717,SIB-DS-B30,Door Set SIB-B30,35.568,248,UBX-B30,Cabinet Box for B30,64.989,469
SIB-B33,"Slim Iron Black - Base Cabinet - 33""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",753,SIB-DS-B33,Door Set SIB-B33,37.944,264,UBX-B33,Cabinet Box for B33,67.86,489
SIB-B36,"Slim Iron Black - Base Cabinet - 36""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",805,SIB-DS-B36,Door Set SIB-B36,40.311,286,UBX-B36,Cabinet Box for B36,70.74,519
SIB-B42,"Slim Iron Black - Base Cabinet - 42""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",860,SIB-DS-B42,Door Set SIB-B42,46.827,321,UBX-B42,Cabinet Box for B42,76.374,539
SIB-BBC36,"Slim Iron Black - Blind Base Corner Cabinet - 33""W x 34-1/2""H x 24""D  -1D, 1Drw, 1S *Install range 37"" min., 40"" max; Specify Left-hinge or Right Hinge assembly",506,SIB-DS-BBC36,Door Set SIB-BBC36,31.041,192,UBX-BBC36,Cabinet Box for BBC36,48.771,314
SIB-BBC39,"Slim Iron Black - Blind Base Corner Cabinet - 36""W x 34-1/2""H x 24""D  -1D, 1Drw, 1S *Install range 40"" min., 43"" max; Specify Left-hinge or Right Hinge assembly",615,SIB-DS-BBC39,Door Set SIB-BBC39,32.562,237,UBX-BBC39,Cabinet Box for BBC39,49.968,378
SIB-BBC42,"Slim Iron Black - Blind Base Corner Cabinet - 39""W x 34-1/2""H x 24""D   -1D, 1Drw, 1S *Install range 43"" min., 46"" max; Specify Left-hinge or Right Hinge assembly",697,SIB-DS-BBC42,Door Set SIB-BBC42,34.119,273,UBX-BBC42,Cabinet Box for BBC42,50.976,424
SIB-BFH12,"Slim Iron Black - Base Cabinet - Full Height Door-12""W x 34-1/2""H x 24""D - 1D, 1S",292,SIB-DS-BFH12,Door Set SIB-BFH12,15.849,112,UBX-BFH12,Cabinet Box for BFH12,24.183,180
SIB-BFH15,"Slim Iron Black - Base Cabinet - Full Height Door-15""W x 34-1/2""H x 24""D - 1D, 1S",324,SIB-DS-BFH15,Door Set SIB-BFH15,17.838,130,UBX-BFH15,Cabinet Box for BFH15,26.001,194
SIB-BFH18,"Slim Iron Black - Base Cabinet - Full Height Door-18""W x 34-1/2""H x 24""D - 1D, 1S",356,SIB-DS-BFH18,Door Set SIB-BFH18,19.836,150,UBX-BFH18,Cabinet Box for BFH18,27.819,206
SIB-BFH21,"Slim Iron Black - Base Cabinet - Full Height Door-21""W x 34-1/2""H x 24""D - 1D, 1S",388,SIB-DS-BFH21,Door Set SIB-BFH21,21.825,166,UBX-BFH21,Cabinet Box for BFH21,29.637,222
SIB-BFH24,"Slim Iron Black - Base Cabinet - Full Height Door-24""W x 34-1/2""H x 24""D - 2D, 1S",442,SIB-DS-BFH24,Door Set SIB-BFH24,28.377,210,UBX-BFH24,Cabinet Box for BFH24,31.392,232
SIB-BFH27,"Slim Iron Black - Base Cabinet - Full Height Door-27""W x 34-1/2""H x 24""D - 2D, 1S",477,SIB-DS-BFH27,Door Set SIB-BFH27,30.366,229,UBX-BFH27,Cabinet Box for BFH27,33.606,248
SIB-BFH30,"Slim Iron Black - Base Cabinet - Full Height Door-30""W x 34-1/2""H x 24""D - 2D, 1S",513,SIB-DS-BFH30,Door Set SIB-BFH30,32.364,251,UBX-BFH30,Cabinet Box for BFH30,35.811,262
SIB-BFH33,"Slim Iron Black - Base Cabinet - Full Height Door-33""W x 34-1/2""H x 24""D - 2D, 1S",548,SIB-DS-BFH33,Door Set SIB-BFH33,34.353,263,UBX-BFH33,Cabinet Box for BFH33,38.025,285
SIB-BFH36,"Slim Iron Black - Base Cabinet - Full Height Door-36""W x 34-1/2""H x 24""D - 2D, 1S",583,SIB-DS-BFH36,Door Set SIB-BFH36,36.342,286,UBX-BFH36,Cabinet Box for BFH36,40.239,297
SIB-BT09,"Slim Iron Black - Base Cabinet - 9""W x 34-1/2""H x 24""D - 1D",289,SIB-DS-BT09,Door Set SIB-BT09,13.86,98,UBX-BT09,Cabinet Box for BT09,22.356,191
SIB-BWB18,"Slim Iron Black - Base Waste Basket - 18"" x 34 1/2 x 24",614,SIB-DS-BWB18,Door Set SIB-BWB18,19.962,142,UBX-BWB18,Cabinet Box for BWB18,63.459,472
SIB-ERB33,"Slim Iron Black - Easy Reach Base Cabinet - 33""W x 34-1/2""H - 1D",645,SIB-DS-ERB33,Door Set SIB-ERB33,26.829,211,UBX-ERB33,Cabinet Box for ERB33,52.83,434
SIB-ERB36,"Slim Iron Black - Easy Reach Base Cabinet - 36""W x 34-1/2""H - 1D",720,SIB-DS-ERB36,Door Set SIB-ERB36,30.609,242,UBX-ERB36,Cabinet Box for ERB36,58.023,478
SIB-FSB36,"Slim Iron Black - Farm Sink Base - 36""W X 34-1/2""H X 24""D",610,SIB-DS-FSB36,Door Set SIB-FSB36,34.119,331,UBX-SB36/FSB36,Cabinet Box for SB36/FSB36,32.859,279
SIB-MB30,"Slim Iron Black - Microwave Base Cabinet - 30""W x 34-1/2""H x 24""D -1DRW",679,SIB-DS-MB30,Door Set SIB-MB30,18.504,152,UBX-MB30,Cabinet Box for MB30,60.903,527
SIB-MB33,"Slim Iron Black - Microwave Base Cabinet - 33""W x 34-1/2""H x 24""D -1DRW",718,SIB-DS-MB33,Door Set SIB-MB33,19.971,164,UBX-MB33,Cabinet Box for MB33,64.242,554
SIB-SB30,"Slim Iron Black - Sink Base - 30""W x 34-1/2""H x 24""D - 1 False Drawer",526,SIB-DS-SB30/VS30,Door Set SIB-SB30/VS30,35.568,282,UBX-SB30,Cabinet Box for SB30,29.79,244
SIB-SB33,"Slim Iron Black - Sink Base - 33""W x 34-1/2""H x 24""D - 2 False Drawers",562,SIB-DS-SB33/VS33,Door Set SIB-SB33/VS33,37.944,303,UBX-SB33,Cabinet Box for SB33,31.32,259
SIB-SB36,"Slim Iron Black - Sink Base - 36""W x 34-1/2""H x 24""D - 2 False Drawers",610,SIB-DS-SB36/VS36,Door Set SIB-SB36/VS36,40.311,331,UBX-SB36/FSB36,Cabinet Box for SB36/FSB36,32.859,279
SIB-DCW2412GD,"Slim Iron Black - Wall Diagonal Glass Door Corner Cabinet - 24""W x 12""H x 12""D - 1D",235,SIB-DS-DCW2412GD,Door Set SIB-DCW2412GD,13.311,90,UBX-DCW2412,Cabinet Box for DCW2412,20.016,145
SIB-DCW2415GD,"Slim Iron Black - Wall Diagonal Glass Door Corner Cabinet - 24""W x 15""H x 12""D - 1D",252,SIB-DS-DCW2415GD,Door Set SIB-DCW2415GD,15.102,102,UBX-DCW2415,Cabinet Box for DCW2415,21.906,150
SIB-DCW2418GD,"Slim Iron Black - Wall Diagonal Glass Door Corner Cabinet - 24""W x 18""H x 12""D - 1D",278,SIB-DS-DCW2418GD,Door Set SIB-DCW2418GD,16.893,115,UBX-DCW2418,Cabinet Box for DCW2418,23.805,163
SIB-DCW2430,"Slim Iron Black - Wall Diagonal Corner Cabinet - 24""W x 30""H x 12""D - 1D -2S",508,SIB-DS-DCW2430,Door Set SIB-DCW2430,22.338,171,UBX-DCW2430,Cabinet Box for DCW2430,42.426,337
SIB-DCW2436,"Slim Iron Black - Wall Diagonal Corner Cabinet - 24""W x 36""H x 12""D - 1D- 2S",573,SIB-DS-DCW2436,Door Set SIB-DCW2436,25.524,199,UBX-DCW2436,Cabinet Box for DCW2436,46.215,374
SIB-DCW2442,"Slim Iron Black - Wall Diagonal Corner Cabinet - 24""W x 42""H x 12""D - 1D -3S",664,SIB-DS-DCW2442,Door Set SIB-DCW2442,29.7,225,UBX-DCW2442,Cabinet Box for DCW2442,56.16,439
SIB-W0930,"Slim Iron Black - Wall Cabinet - 09""W x 30""H x 12""D - 1D -2S",201,SIB-DS-W0930,Door Set SIB-W0930,13.86,98,UBX-W0930,Cabinet Box for W0930,13.878,103
SIB-W0936,"Slim Iron Black - Wall Cabinet - 09""W x 36""H x 12""D - 1D -2S",219,SIB-DS-W0936,Door Set SIB-W0936,15.939,108,UBX-W0936,Cabinet Box for W0936,15.543,111
SIB-W0942,"Slim Iron Black - Wall Cabinet - 09""W x 42""H x 12""D - 1D - 3S",259,SIB-DS-W0942,Door Set SIB-W0942,19.017,129,UBX-W0942,Cabinet Box for W0942,18.279,130
SIB-W1212GD,"Slim Iron Black - Wall Glass Door Cabinet - 12""W x 12""H x 12""D - 1D",119,SIB-DS-W1212GD,Door Set SIB-W1212GD,9,62,UBX-W1212,Cabinet Box for W1212,7.632,57
SIB-W1215GD,"Slim Iron Black - Wall Glass Door Cabinet - 12""W x 15""H x 12""D - 1D",130,SIB-DS-W1215GD,Door Set SIB-W1215GD,10.296,71,UBX-W1215,Cabinet Box for W1215,8.523,59
SIB-W1218GD,"Slim Iron Black - Wall Glass Door Cabinet - 12""W x 18""H x 12""D - 1D",146,SIB-DS-W1218GD,Door Set SIB-W1218GD,11.583,80,UBX-W1218,Cabinet Box for W1218,9.414,66
SIB-W1230,"Slim Iron Black - Wall Cabinet - 12""W x 30""H x 12""D - 1D -2S",227,SIB-DS-W1230,Door Set SIB-W1230,15.849,112,UBX-W1230,Cabinet Box for W1230,15.57,115
SIB-W1236,"Slim Iron Black - Wall Cabinet - 12""W x 36""H x 12""D - 1D -2S",261,SIB-DS-W1236,Door Set SIB-W1236,18.207,131,UBX-W1236,Cabinet Box for W1236,17.352,130
SIB-W1242,"Slim Iron Black - Wall Cabinet - 12""W x 42""H x 12""D - 1D - 3S",301,SIB-DS-W1242,Door Set SIB-W1242,21.555,151,UBX-W1242,Cabinet Box for W1242,20.529,150
SIB-W1512GD,"Slim Iron Black - Wall Glass Door Cabinet - 15""W x 12""H x 12""D - 1D",134,SIB-DS-W1512GD,Door Set SIB-W1512GD,10.278,71,UBX-W1512,Cabinet Box for W1512,8.541,63
SIB-W1515GD,"Slim Iron Black - Wall Glass Door Cabinet - 15""W x 15""H x 12""D - 1D",148,SIB-DS-W1515GD,Door Set SIB-W1515GD,11.754,81,UBX-W1515,Cabinet Box for W1515,9.522,67
SIB-W1518GD,"Slim Iron Black - Wall Glass Door Cabinet - 15""W x 18""H x 12""D - 1D",166,SIB-DS-W1518GD,Door Set SIB-W1518GD,13.239,92,UBX-W1518,Cabinet Box for W1518,10.494,74
SIB-W1530,"Slim Iron Black - Wall Cabinet - 15""W x 30""H x 12""D - 1D -2S",263,SIB-DS-W1530,Door Set SIB-W1530,17.838,130,UBX-W1530,Cabinet Box for W1530,17.649,133
SIB-W1536,"Slim Iron Black - Wall Cabinet - 15""W x 36""H x 12""D - 1D -2S",302,SIB-DS-W1536,Door Set SIB-W1536,20.466,152,UBX-W1536,Cabinet Box for W1536,19.602,150
SIB-W1542,"Slim Iron Black - Wall Cabinet - 15""W x 42""H x 12""D - 1D - 3S",354,SIB-DS-W1542,Door Set SIB-W1542,24.093,177,UBX-W1542,Cabinet Box for W1542,23.274,177
SIB-W1812GD,"Slim Iron Black - Wall Glass Door Cabinet - 18""W x 12""H x 12""D - 1D",154,SIB-DS-W1812GD,Door Set SIB-W1812GD,11.547,82,UBX-W1812,Cabinet Box for W1812,9.45,72
SIB-W1815GD,"Slim Iron Black - Wall Glass Door Cabinet - 18""W x 15""H x 12""D - 1D",166,SIB-DS-W1815GD,Door Set SIB-W1815GD,13.221,92,UBX-W1815,Cabinet Box for W1815,10.512,74
SIB-W1818GD,"Slim Iron Black - Wall Glass Door Cabinet - 18""W x 18""H x 12""D - 1D",186,SIB-DS-W1818GD,Door Set SIB-W1818GD,14.886,104,UBX-W1818,Cabinet Box for W1818,11.583,82
SIB-W1830,"Slim Iron Black - Wall Cabinet - 18""W x 30""H x 12""D - 1D - 2S",305,SIB-DS-W1830,Door Set SIB-W1830,19.836,150,UBX-W1830,Cabinet Box for W1830,19.728,155
SIB-W1836,"Slim Iron Black - Wall Cabinet - 18""W x 36""H x 12""D - 1D -2S",354,SIB-DS-W1836,Door Set SIB-W1836,22.734,178,UBX-W1836,Cabinet Box for W1836,21.861,176
SIB-W1842,"Slim Iron Black - Wall Cabinet - 18""W x 42""H x 12""D - 1D -3S",404,SIB-DS-W1842,Door Set SIB-W1842,26.631,202,UBX-W1842,Cabinet Box for W1842,26.028,202
SIB-W2112GD,"Slim Iron Black - Wall Glass Door Cabinet - 21""W x 12""H x 12""D - 1D",169,SIB-DS-W2112GD,Door Set SIB-W2112GD,12.825,90,UBX-W2112,Cabinet Box for W2112,10.359,79
SIB-W2115GD,"Slim Iron Black - Wall Glass Door Cabinet - 21""W x 15""H x 12""D - 1D",184,SIB-DS-W2115GD,Door Set SIB-W2115GD,14.679,103,UBX-W2115,Cabinet Box for W2115,11.511,81
SIB-W2118GD,"Slim Iron Black - Wall Glass Door Cabinet - 21""W x 18""H x 12""D - 1D",205,SIB-DS-W2118GD,Door Set SIB-W2118GD,16.542,116,UBX-W2118,Cabinet Box for W2118,12.663,89
SIB-W2130,"Slim Iron Black - Wall Cabinet - 21""W x 30""H x 12""D - 1D -2S",336,SIB-DS-W2130,Door Set SIB-W2130,21.825,166,UBX-W2130,Cabinet Box for W2130,21.798,170
SIB-W2136,"Slim Iron Black - Wall Cabinet - 21""W x 36""H x 12""D - 1D -2S",397,SIB-DS-W2136,Door Set SIB-W2136,24.993,200,UBX-W2136,Cabinet Box for W2136,24.111,197
SIB-W2142,"Slim Iron Black - Wall Cabinet - 21""W x 42""H x 12""D - 1D -3S",443,SIB-DS-W2142,Door Set SIB-W2142,29.169,220,UBX-W2142,Cabinet Box for W2142,28.773,223
SIB-W2412GD,"Slim Iron Black - Wall Glass Door Cabinet - 24""W x 12""H x 12""D - 2D",206,SIB-DS-W2412GD,Door Set SIB-W2412GD,16.551,118,UBX-W2412,Cabinet Box for W2412,11.511,88
SIB-W2415GD,"Slim Iron Black - Wall Glass Door Cabinet - 24""W x 15""H x 12""D - 2D",219,SIB-DS-W2415GD,Door Set SIB-W2415GD,18.828,130,UBX-W2415,Cabinet Box for W2415,12.726,89
SIB-W2418,"Slim Iron Black - Wall Cabinet - 21""W x 18""H x 12""D - 1D",287,SIB-DS-W2418,Door Set SIB-W2418,20.178,167,UBX-W2418,Cabinet Box for W2418,13.941,120
SIB-W2418GD,"Slim Iron Black - Wall Glass Door Cabinet - 24""W x 18""H x 12""D - 2D",245,SIB-DS-W2418GD,Door Set SIB-W2418GD,21.114,125,UBX-W2418,Cabinet Box for W2418,13.941,120
SIB-W2430,"Slim Iron Black - Wall Cabinet - 24""W x 30""H x 12""D - 2D -2S",394,SIB-DS-W2430,Door Set SIB-W2430,28.377,210,UBX-W2430/WBC2430,Cabinet Box for W2430/WBC2430,23.967,184
SIB-W2436,"Slim Iron Black - Wall Cabinet - 24""W x 36""H x 12""D - 2D -2S",462,SIB-DS-W2436,Door Set SIB-W2436,32.472,251,UBX-W2436,Cabinet Box for W2436,26.397,211
SIB-W2442,"Slim Iron Black - Wall Cabinet - 24""W x 42""H x 12""D - 2D -3S",539,SIB-DS-W2442,Door Set SIB-W2442,38.547,292,UBX-W2442/WBC2442,Cabinet Box for W2442/WBC2442,31.599,247
SIB-W2712GD,"Slim Iron Black - Wall Glass Door Cabinet - 27""W x 12""H x 12""D - 2D",224,SIB-DS-W2712GD,Door Set SIB-W2712GD,17.829,128,UBX-W2712,Cabinet Box for W2712,12.42,96
SIB-W2715GD,"Slim Iron Black - Wall Glass Door Cabinet - 27""W x 15""H x 12""D - 2D",237,SIB-DS-W2715GD,Door Set SIB-W2715GD,20.295,141,UBX-W2715,Cabinet Box for W2715,13.725,96
SIB-W2718GD,"Slim Iron Black - Wall Glass Door Cabinet - 27""W x 18""H x 12""D - 2D",264,SIB-DS-W2718GD,Door Set SIB-W2718GD,22.761,159,UBX-W2718,Cabinet Box for W2718,15.021,105
SIB-W2730,"Slim Iron Black - Wall Cabinet - 27""W x 30""H x 12""D - 2D -2S",431,SIB-DS-W2730,Door Set SIB-W2730,30.366,229,UBX-W2730/WBC2730,Cabinet Box for W2730/WBC2730,26.046,202
SIB-W2736,"Slim Iron Black - Wall Cabinet - 27""W x 36""H x 12""D - 2D -2S",498,SIB-DS-W2736,Door Set SIB-W2736,34.731,269,UBX-W2736/WBC2736,Cabinet Box for W2736/WBC2736,28.656,229
SIB-W2742,"Slim Iron Black - Wall Cabinet - 27""W x 42""H x 12""D - 2D -3S",555,SIB-DS-W2742,Door Set SIB-W2742,41.076,298,UBX-W2742/WBC2742,Cabinet Box for W2742/WBC2742,34.353,257
SIB-W3012,"Slim Iron Black - Wall Cabinet - 30""W x 12""H x 12""D - 2D",261,SIB-DS-W3012/W301224,Door Set SIB-W3012/W301224,18.423,148,UBX-W3012,Cabinet Box for W3012,13.329,113
SIB-W301224,"Slim Iron Black - Wall Refrigerator Cabinet-30""W x 12""H x 24""D - 2D",332,SIB-DS-W3012/W301224,Door Set SIB-W3012/W301224,18.423,148,UBX-W301224,Cabinet Box for W301224,22.86,184
SIB-W3012GD,"Slim Iron Black - Wall Glass Door Cabinet - 30""W x 12""H x 12""D - 2D",282,SIB-DS-W3012GD,Door Set SIB-W3012GD,19.098,169,UBX-W3012,Cabinet Box for W3012,13.329,113
SIB-W3015,"Slim Iron Black - Wall Cabinet - 30""W x 15""H x 12""D - 2D",293,SIB-DS-W3015/W301524,Door Set SIB-W3015/W301524,20.745,168,UBX-W3015,Cabinet Box for W3015,14.715,125
SIB-W301524,"Slim Iron Black - Wall Refrigerator Cabinet - 30""W x 15""H x 24""D - 2D",360,SIB-DS-W3015/W301524,Door Set SIB-W3015/W301524,20.745,168,UBX-W301524,Cabinet Box for W301524,24.489,192
SIB-W3015GD,"Slim Iron Black - Wall Glass Door Cabinet - 30""W x 15""H x 12""D - 2D",254,SIB-DS-W3015GD,Door Set SIB-W3015GD,21.762,129,UBX-W3015,Cabinet Box for W3015,14.715,125
SIB-W3018,"Slim Iron Black - Wall Cabinet - 30""W x 18""H x 12""D - 2D",322,SIB-DS-W3018/W301824,Door Set SIB-W3018/W301824,23.058,186,UBX-W3018,Cabinet Box for W3018,16.11,136
SIB-W301824,"Slim Iron Black - Wall Refrigerator Cabinet - 30""W x 18""H x 24""D - 2D",402,SIB-DS-W3018/W301824,Door Set SIB-W3018/W301824,23.058,186,UBX-W301824,Cabinet Box for W301824,26.118,216
SIB-W3018GD,"Slim Iron Black - Wall Glass Door Cabinet - 30""W x 18""H x 12""D - 2D",354,SIB-DS-W3018GD,Door Set SIB-W3018GD,24.417,218,UBX-W3018,Cabinet Box for W3018,16.11,136
SIB-W3024,"Slim Iron Black - Wall Cabinet - 30""W x 24""H x 12""D - 2D - 1S",388,SIB-DS-W3024/W302424,Door Set SIB-W3024/W302424,27.729,213,UBX-W3024,Cabinet Box for W3024,22.122,175
SIB-W302424,"Slim Iron Black - Wall Refrigerator Cabinet - 30""W x 24""H x 24""D - 2D -1S",485,SIB-DS-W3024/W302424,Door Set SIB-W3024/W302424,27.729,213,UBX-W302424,Cabinet Box for W302424,36.117,272
SIB-W3030,"Slim Iron Black - Wall Cabinet - 30""W x 30""H x 12""D - 2D -2S",476,SIB-DS-W3030,Door Set SIB-W3030,32.364,251,UBX-W3030,Cabinet Box for W3030,28.125,225
SIB-W3036,"Slim Iron Black - Wall Cabinet - 30""W x 36""H x 12""D - 2D -2S",545,SIB-DS-W3036,Door Set SIB-W3036,36.99,293,UBX-W3036,Cabinet Box for W3036,30.906,252
SIB-W3042,"Slim Iron Black - Wall Cabinet - 30""W x 42""H x 12""D - 2D -3S",632,SIB-DS-W3042,Door Set SIB-W3042,43.614,337,UBX-W3042,Cabinet Box for W3042,37.098,295
SIB-W3312,"Slim Iron Black - Wall Cabinet - 33""W x 12""H x 12""D - 2D",274,SIB-DS-W3312/W331224,Door Set SIB-W3312/W331224,19.593,156,UBX-W3312,Cabinet Box for W3312,14.238,118
SIB-W331224,"Slim Iron Black - Wall Refrigerator Cabinet-33""W x 12""H x 24""D - 2D",351,SIB-DS-W3312/W331224,Door Set SIB-W3312/W331224,19.593,156,UBX-W331224,Cabinet Box for W331224,24.462,195
SIB-W3312GD,"Slim Iron Black - Wall Glass Door Cabinet - 33""W x 12""H x 12""D - 2D",299,SIB-DS-W3312GD,Door Set SIB-W3312GD,20.376,181,UBX-W3312,Cabinet Box for W3312,14.238,118
SIB-W3315,"Slim Iron Black - Wall Cabinet - 33""W x 15""H x 12""D - 2D",302,SIB-DS-W3315/W331524,Door Set SIB-W3315/W331524,22.05,173,UBX-W3315,Cabinet Box for W3315,15.714,129
SIB-W331524,"Slim Iron Black - Wall Refrigerator Cabinet - 33""W x 15""H x 24""D -2D",380,SIB-DS-W3315/W331524,Door Set SIB-W3315/W331524,22.05,173,UBX-W331524,Cabinet Box for W331524,26.154,207
SIB-W3315GD,"Slim Iron Black - Wall Glass Door Cabinet - 33""W x 15""H x 12""D - 2D",273,SIB-DS-W3315GD,Door Set SIB-W3315GD,23.22,144,UBX-W3315,Cabinet Box for W3315,15.714,129
SIB-W3318,"Slim Iron Black - Wall Cabinet - 33""W x 18""H x 12""D - 2D",332,SIB-DS-W3318/W331824,Door Set SIB-W3318/W331824,24.507,192,UBX-W3318,Cabinet Box for W3318,17.19,140
SIB-W331824,"Slim Iron Black - Wall Refrigerator Cabinet - 33""W x 18""H x 24""D -2D",414,SIB-DS-W3318/W331824,Door Set SIB-W3318/W331824,24.507,192,UBX-W331824,Cabinet Box for W331824,27.837,222
SIB-W3318GD,"Slim Iron Black - Wall Glass Door Cabinet - 33""W x 18""H x 12""D - 2D",304,SIB-DS-W3318GD,Door Set SIB-W3318GD,26.064,164,UBX-W3318,Cabinet Box for W3318,17.19,140
SIB-W3324,"Slim Iron Black - Wall Cabinet - 33""W x 24""H x 12""D - 2D - 1S",396,SIB-DS-W3324/W332424,Door Set SIB-W3324/W332424,29.439,216,UBX-W3324,Cabinet Box for W3324,23.706,180
SIB-W332424,"Slim Iron Black - Wall Refrigerator Cabinet -33""W x 24""H x 24""D-2D -1S",525,SIB-DS-W3324/W332424,Door Set SIB-W3324/W332424,29.439,216,UBX-W332424,Cabinet Box for W332424,38.637,309
SIB-W3330,"Slim Iron Black - Wall Cabinet - 33""W x 30""H x 12""D - 2D -2S",501,SIB-DS-W3330,Door Set SIB-W3330,34.353,263,UBX-W3330,Cabinet Box for W3330,30.204,238
SIB-W3336,"Slim Iron Black - Wall Cabinet - 33""W x 36""H x 12""D - 2D -2S",591,SIB-DS-W3336,Door Set SIB-W3336,39.258,317,UBX-W3336,Cabinet Box for W3336,33.156,274
SIB-W3342,"Slim Iron Black - Wall Cabinet - 33""W x 42""H x 12""D - 2D -3S",674,SIB-DS-W3342,Door Set SIB-W3342,46.152,358,UBX-W3342,Cabinet Box for W3342,39.843,316
SIB-W3612,"Slim Iron Black - Wall Cabinet - 36""W x 12""H x 12""D - 2D",290,SIB-DS-W3612/W361224,Door Set SIB-W3612/W361224,20.763,164,UBX-W3612,Cabinet Box for W3612,15.147,126
SIB-W361224,"Slim Iron Black - Wall Cabinet - 36""W x 12""H x 24""D - 2D",368,SIB-DS-W3612/W361224,Door Set SIB-W3612/W361224,20.763,164,UBX-W361224,Cabinet Box for W361224,26.064,204
SIB-W3612GD,"Slim Iron Black - Wall Glass Door Cabinet - 36""W x 12""H x 12""D - 2D",317,SIB-DS-W3612GD,Door Set SIB-W3612GD,21.645,191,UBX-W3612,Cabinet Box for W3612,15.147,126
SIB-W3615,"Slim Iron Black - Wall Cabinet - 36""W x 15""H x 12""D - 2D",312,SIB-DS-W3615/W361524,Door Set SIB-W3615/W361524,23.355,179,UBX-W3615,Cabinet Box for W3615,16.713,133
